datetime,sea_high,wind_speed,wind_dir,temp,pressure,sea_speed,sea_dir_s,sea_dir_i,sea_temp,can_sail
2025-05-01 11:00,281.8,3.29,216.8,14.02,1005.91,110.2,서남서,238.0,8.91,0
2025-05-01 11:10,259.5,4.17,207.1,14.1,1005.37,96.1,남서,236.0,8.92,0
2025-05-01 11:20,247.1,5.38,208.5,14.29,1005.41,96.0,남서,236.0,8.98,0
2025-05-01 11:30,232.7,5.97,206.5,14.41,1005.17,98.5,서남서,237.0,9.24,0
2025-05-01 11:40,215.0,5.84,209.9,14.65,1004.74,87.7,서남서,239.0,9.37,0
2025-05-01 11:50,198.6,3.76,215.4,14.96,1005.26,69.7,서남서,239.0,9.37,1
2025-05-01 12:00,189.7,4.58,207.7,15.18,1005.39,58.4,서남서,237.0,9.35,1
2025-05-01 12:10,179.3,4.3,211.4,15.08,1005.43,45.9,남서,235.0,9.32,1
2025-05-01 12:20,169.6,2.97,224.2,14.87,1005.64,35.0,남서,231.0,9.34,1
2025-05-01 12:30,158.9,4.9,202.7,14.72,1005.35,28.5,서남서,237.0,9.39,1
2025-05-01 12:40,153.8,5.27,199.8,14.56,1005.01,20.2,서남서,244.0,9.47,1
2025-05-01 12:50,158.6,3.95,212.3,14.36,1005.09,27.9,서남서,250.0,9.55,1
2025-05-01 13:00,158.9,3.6,210.0,14.45,1005.17,15.5,남서,230.0,9.62,1
2025-05-01 13:10,158.1,2.61,222.6,14.4,1005.45,21.4,서남서,255.0,9.69,1
2025-05-01 13:20,160.6,2.47,226.2,14.35,1005.37,13.4,서남서,254.0,9.73,1
2025-05-01 13:30,168.1,3.0,227.5,14.38,1005.16,19.8,서남서,258.0,9.74,1
2025-05-01 13:40,176.5,2.8,229.8,14.42,1005.0,24.6,서북서,283.0,9.89,1
2025-05-01 13:50,187.2,3.37,216.6,14.41,1005.0,20.8,서북서,300.0,9.97,1
2025-05-01 14:00,198.4,3.08,223.7,14.37,1005.0,11.8,북서,314.0,10.02,1
2025-05-01 14:10,210.5,2.94,219.2,14.31,1004.84,21.3,북,358.0,9.95,1
2025-05-01 14:20,226.1,2.65,225.6,14.24,1004.67,18.8,북,10.0,10.0,1
2025-05-01 14:30,246.0,1.93,230.6,14.21,1004.45,19.2,북북동,20.0,9.84,1
2025-05-01 14:40,263.3,1.87,236.2,14.15,1004.51,32.4,북북동,20.0,9.86,1
2025-05-01 14:50,280.5,1.75,229.2,14.13,1004.59,30.1,북북동,31.0,9.84,1
2025-05-01 15:00,300.7,1.84,238.7,14.07,1004.51,34.6,북북동,29.0,9.82,1
2025-05-01 15:10,325.7,1.89,239.5,13.99,1004.6,37.8,북북동,26.0,9.73,1
2025-05-01 15:20,349.6,2.59,257.3,13.87,1004.61,41.2,북북동,32.0,9.68,1
2025-05-01 15:30,370.2,1.6,258.8,13.69,1004.54,52.7,북북동,30.0,9.59,1
2025-05-01 15:40,391.5,1.78,255.6,13.39,1004.54,50.9,북동,37.0,9.62,1
2025-05-01 15:50,415.8,1.22,259.2,13.13,1004.72,55.0,북동,37.0,9.52,1
2025-05-01 16:00,439.3,1.47,264.2,12.74,1004.87,67.0,북동,39.0,9.34,1
2025-05-01 16:10,459.6,1.33,257.6,12.6,1005.01,74.2,북동,45.0,8.88,0
2025-05-01 16:20,480.7,0.94,261.7,12.29,1005.1,82.2,북동,44.0,8.63,0
2025-05-01 16:30,501.8,1.01,263.3,12.03,1005.06,65.4,북동,42.0,8.59,1
2025-05-01 16:40,522.3,1.91,269.3,11.86,1005.27,62.5,북동,48.0,8.5,1
2025-05-01 16:50,540.7,2.95,269.6,11.53,1005.16,46.7,북동,56.0,8.42,1
2025-05-01 17:00,556.6,2.17,269.1,11.23,1005.11,34.3,동북동,78.0,8.67,1
2025-05-01 17:10,572.2,2.37,272.1,11.16,1005.19,26.2,동,90.0,8.74,1
2025-05-01 17:20,586.2,2.04,270.3,10.84,1005.43,34.3,동,87.0,8.66,1
2025-05-01 17:30,599.7,0.91,272.9,10.74,1005.47,33.3,동북동,76.0,8.58,1
2025-05-01 17:40,609.6,1.17,274.5,10.84,1005.53,29.3,동,85.0,8.57,1
2025-05-01 17:50,617.7,1.88,276.4,10.97,1005.65,32.2,동북동,76.0,8.54,1
2025-05-01 18:00,624.8,1.3,273.9,10.89,1005.46,28.2,동북동,74.0,8.52,1
2025-05-01 18:10,630.6,0.7,261.2,10.83,1005.4,19.2,동,86.0,8.49,1
2025-05-01 18:20,633.3,1.27,274.5,10.95,1005.62,11.9,동남동,107.0,8.5,1
2025-05-01 18:30,634.6,2.14,273.2,10.79,1005.42,15.7,동,99.0,8.51,1
2025-05-01 18:40,634.5,2.65,271.5,10.47,1005.4,4.7,동남동,119.0,8.54,1
2025-05-01 18:50,633.7,1.78,269.0,10.32,1005.53,8.8,남남서,196.0,8.53,1
2025-05-01 19:00,630.1,1.39,269.4,10.16,1005.58,10.1,남,182.0,8.48,1
2025-05-01 19:10,624.9,1.87,268.3,9.97,1005.53,9.8,남남서,209.0,8.47,1
2025-05-01 19:20,616.9,2.48,283.1,9.62,1005.78,25.7,남남서,207.0,8.47,1
2025-05-01 19:30,608.0,2.24,271.8,9.52,1006.01,29.1,남서,220.0,8.47,1
2025-05-01 19:40,595.4,1.54,264.7,9.29,1006.41,39.5,남서,217.0,8.46,1
2025-05-01 19:50,581.6,0.97,254.0,9.66,1006.7,37.5,남서,224.0,8.46,1
2025-05-01 20:00,564.7,1.57,255.6,9.91,1006.91,29.7,남서,235.0,8.48,1
2025-05-01 20:10,546.3,1.38,264.5,10.02,1007.04,29.2,남서,232.0,8.48,1
2025-05-01 20:20,527.2,1.15,269.2,10.09,1007.24,36.4,남서,233.0,8.49,1
2025-05-01 20:30,507.0,0.93,253.5,10.04,1007.3,48.0,남서,229.0,8.49,1
2025-05-01 20:40,486.5,1.13,254.7,10.06,1007.33,51.6,남서,223.0,8.49,1
2025-05-01 20:50,463.9,1.81,265.3,10.16,1007.41,51.8,남서,223.0,8.52,1
2025-05-01 21:00,440.8,3.11,298.1,10.44,1007.52,77.2,남서,226.0,8.57,0
2025-05-01 21:10,417.4,5.28,301.6,10.73,1007.66,73.7,남서,226.0,8.61,0
2025-05-01 21:20,393.7,6.78,300.3,10.97,1007.68,84.0,남서,228.0,8.68,0
2025-05-01 21:30,369.6,6.88,297.5,11.13,1007.79,88.5,남서,229.0,8.76,0
2025-05-01 21:40,346.0,7.0,292.2,11.23,1007.95,98.2,남서,230.0,8.79,0
2025-05-01 21:50,321.2,6.81,296.7,11.42,1008.08,106.9,남서,231.0,8.87,0
2025-05-01 22:00,296.4,4.67,292.3,11.37,1008.17,106.4,남서,231.0,8.87,0
2025-05-01 22:10,271.7,4.14,292.5,11.26,1008.2,108.5,남서,234.0,8.92,0
2025-05-01 22:20,248.7,5.36,297.0,11.38,1008.2,106.7,남서,232.0,8.9,0
2025-05-01 22:30,225.4,5.69,295.9,11.6,1008.18,102.2,남서,231.0,8.93,0
2025-05-01 22:40,203.3,4.93,293.6,11.66,1008.28,78.6,남서,228.0,9.02,0
2025-05-01 22:50,182.6,5.27,295.3,11.71,1008.42,93.9,남서,229.0,9.15,0
2025-05-01 23:00,163.0,4.83,298.1,11.61,1008.53,75.9,남서,230.0,9.2,0
2025-05-01 23:10,143.0,4.07,300.6,11.68,1008.67,77.4,남서,226.0,9.27,0
2025-05-01 23:20,125.4,4.97,298.3,11.82,1008.77,65.7,남서,227.0,9.35,1
2025-05-01 23:30,108.6,5.33,293.1,11.83,1008.79,65.0,남서,226.0,9.41,1
2025-05-01 23:40,94.2,5.21,295.4,11.96,1008.86,49.5,남서,232.0,9.44,1
2025-05-01 23:50,80.5,5.48,297.4,11.99,1008.99,45.3,남서,227.0,9.47,1
2025-05-02 0:00,68.4,5.07,299.5,12.04,1009.04,39.8,남서,235.0,9.48,0
2025-05-02 0:10,59.1,6.05,295.6,11.98,1009.12,39.9,남서,235.0,9.49,0
2025-05-02 0:20,52.1,3.53,288.4,11.77,1009.23,29.4,서남서,243.0,9.54,0
2025-05-02 0:30,46.3,3.88,289.6,11.56,1009.28,22.0,서남서,248.0,9.56,0
2025-05-02 0:40,42.5,4.09,291.6,11.62,1009.25,35.2,서남서,244.0,9.6,0
2025-05-02 0:50,41.7,3.32,289.2,11.59,1009.28,33.5,서남서,240.0,9.64,0
2025-05-02 1:00,43.5,3.71,287.9,11.55,1009.25,35.6,남서,233.0,9.68,0
2025-05-02 1:10,47.2,3.42,288.1,11.55,1009.29,23.2,남서,235.0,9.7,0
2025-05-02 1:20,52.8,3.04,279.0,11.66,1009.24,13.7,서,263.0,9.71,0
2025-05-02 1:30,61.0,4.67,290.8,11.55,1009.23,4.2,북서,306.0,9.71,0
2025-05-02 1:40,72.2,5.05,292.8,11.74,1009.19,7.7,동북동,65.0,9.69,0
2025-05-02 1:50,84.8,3.7,288.6,11.69,1009.11,10.2,동북동,57.0,9.68,1
2025-05-02 2:00,98.1,3.63,289.6,11.66,1009.07,10.9,동북동,63.0,9.66,1
2025-05-02 2:10,114.6,3.07,283.8,11.59,1008.92,12.0,동북동,60.0,9.63,1
2025-05-02 2:20,133.8,3.17,283.0,11.73,1008.96,18.2,북동,50.0,9.6,1
2025-05-02 2:30,155.1,3.17,279.9,11.9,1009.0,27.4,북동,48.0,9.56,1
2025-05-02 2:40,177.5,2.95,279.3,11.84,1009.0,38.7,북동,53.0,9.51,1
2025-05-02 2:50,201.9,2.8,277.9,11.78,1009.03,46.6,북동,50.0,9.43,1
2025-05-02 3:00,227.1,2.87,282.4,11.6,1009.1,57.6,북동,49.0,9.35,1
2025-05-02 3:10,253.3,2.82,278.8,11.49,1009.1,57.9,북동,52.0,9.28,1
2025-05-02 3:20,279.8,3.11,282.3,11.62,1009.08,64.1,북동,54.0,9.22,1
2025-05-02 3:30,307.7,5.34,297.1,11.82,1009.01,68.8,북동,52.0,9.14,1
2025-05-02 3:40,335.4,5.31,295.7,11.89,1009.03,63.9,북동,52.0,9.03,1
2025-05-02 3:50,364.1,5.03,295.7,11.79,1008.9,86.4,북동,40.0,9.33,0
2025-05-02 4:00,392.8,3.61,296.5,11.57,1009.02,91.7,북동,44.0,8.88,0
2025-05-02 4:10,420.1,2.77,289.3,11.52,1009.18,67.0,북동,43.0,8.73,1
2025-05-02 4:20,445.9,4.53,293.3,11.54,1009.12,68.8,북동,52.0,8.5,1
2025-05-02 4:30,471.8,3.84,292.1,11.74,1009.23,61.0,동북동,62.0,8.67,1
2025-05-02 4:40,498.0,2.97,289.2,11.58,1009.29,52.7,동북동,65.0,8.69,1
2025-05-02 4:50,523.2,4.11,294.9,11.5,1009.31,51.2,동북동,68.0,8.63,1
2025-05-02 5:00,546.2,3.95,290.5,11.57,1009.42,44.5,동북동,67.0,8.64,1
2025-05-02 5:10,566.8,2.46,282.2,11.35,1009.53,39.8,동북동,63.0,8.57,1
2025-05-02 5:20,586.5,3.75,294.2,11.52,1009.66,35.0,동북동,71.0,8.57,1
2025-05-02 5:30,606.3,3.8,295.6,11.55,1009.74,38.0,동북동,73.0,8.47,1
2025-05-02 5:40,624.1,3.66,297.6,11.51,1009.86,34.4,동북동,71.0,8.45,1
2025-05-02 5:50,640.2,3.32,303.0,11.53,1009.65,28.7,동,81.0,8.53,1
2025-05-02 6:00,654.5,2.71,316.8,11.44,1009.53,26.0,동,83.0,8.51,1
2025-05-02 6:10,667.8,2.61,301.7,11.34,1009.5,27.1,동,84.0,8.5,1
2025-05-02 6:20,678.7,2.66,306.1,11.41,1009.35,22.3,동,90.0,8.57,1
2025-05-02 6:30,688.4,2.83,300.2,11.45,1009.44,24.3,동,89.0,8.56,1
2025-05-02 6:40,697.4,3.74,296.4,11.49,1009.49,24.7,동,88.0,8.52,1
2025-05-02 6:50,705.2,3.29,299.7,11.47,1009.5,32.5,동,90.0,8.45,1
2025-05-02 7:00,710.5,3.0,302.1,11.77,1009.63,11.9,동북동,75.0,8.41,1
2025-05-02 7:10,713.3,3.2,300.8,11.89,1009.82,16.7,동,81.0,8.36,1
2025-05-02 7:20,716.0,2.87,291.6,11.87,1009.89,25.1,동,88.0,8.35,1
2025-05-02 7:30,715.5,3.21,294.8,11.87,1010.01,9.5,동남동,118.0,8.35,1
2025-05-02 7:40,714.2,3.07,299.8,11.98,1009.98,5.4,동남동,121.0,8.35,1
2025-05-02 7:50,709.9,3.36,299.6,12.19,1010.1,9.6,남동,133.0,8.34,1
2025-05-02 8:00,703.6,3.62,296.3,12.09,1010.2,9.4,남남서,205.0,8.33,1
2025-05-02 8:10,695.4,2.39,283.6,12.04,1010.33,15.1,남서,214.0,8.32,1
2025-05-02 8:20,686.2,2.02,278.5,11.92,1010.64,7.5,남남서,199.0,8.32,1
2025-05-02 8:30,674.2,1.87,274.6,11.88,1011.05,24.8,남서,236.0,8.31,1
2025-05-02 8:40,660.1,1.86,153.7,11.68,1011.1,21.1,남서,234.0,8.33,1
2025-05-02 8:50,644.9,1.74,137.8,11.48,1011.27,24.8,서남서,249.0,8.4,1
2025-05-02 9:00,628.2,1.22,130.8,11.48,1011.53,33.7,서남서,246.0,8.5,1
2025-05-02 9:10,612.0,1.22,128.0,11.48,1011.58,37.7,서남서,239.0,8.5,1
2025-05-02 9:20,593.9,2.45,155.5,11.28,1011.82,39.0,남서,234.0,8.46,1
2025-05-02 9:30,575.2,2.82,182.1,11.37,1011.87,48.7,서남서,237.0,8.5,1
2025-05-02 9:40,554.5,2.42,186.6,11.19,1012.03,50.4,남서,235.0,8.55,1
2025-05-02 9:50,532.9,3.3,153.3,11.05,1012.14,57.6,남서,233.0,8.57,1
2025-05-02 10:00,510.5,3.06,161.6,11.08,1012.08,64.8,남서,224.0,8.73,1
2025-05-02 10:10,490.7,1.74,158.8,11.29,1012.1,72.1,남서,228.0,8.71,0
2025-05-02 10:20,469.0,2.06,171.3,11.21,1012.01,83.0,남서,228.0,8.77,0
2025-05-02 10:30,445.3,2.05,265.5,11.23,1011.94,88.4,남서,232.0,8.81,0
2025-05-02 10:40,423.8,2.41,264.5,11.54,1012.22,97.5,남서,231.0,8.74,0
2025-05-02 10:50,403.1,2.23,178.7,11.6,1012.42,87.1,남서,231.0,8.71,0
2025-05-02 11:00,381.6,2.04,176.7,11.87,1012.44,90.6,남서,231.0,8.69,0
2025-05-02 11:10,360.9,1.42,188.0,12.03,1012.2,87.3,남서,230.0,8.63,0
2025-05-02 11:20,340.9,1.15,177.3,12.39,1012.28,80.3,남서,232.0,8.73,0
2025-05-02 11:30,321.1,2.04,165.8,12.46,1012.08,75.9,남서,232.0,8.78,0
2025-05-02 11:40,300.6,2.58,181.7,12.11,1012.1,67.7,남서,233.0,8.76,1
2025-05-02 11:50,282.1,2.09,180.5,12.12,1012.04,56.1,남서,228.0,8.78,1
2025-05-02 12:00,267.0,2.26,179.4,12.23,1012.07,52.2,남서,227.0,8.86,1
2025-05-02 12:10,249.8,1.87,172.2,12.29,1012.07,63.6,남서,228.0,8.98,1
2025-05-02 12:20,234.2,0.91,171.4,12.48,1011.95,53.8,남서,228.0,9.05,1
2025-05-02 12:30,222.1,0.26,146.2,12.96,1011.8,49.2,남서,231.0,9.09,1
2025-05-02 12:40,211.6,1.05,186.3,12.76,1011.79,44.9,남서,229.0,9.16,1
2025-05-02 12:50,202.2,1.68,180.7,12.44,1011.8,37.2,남서,236.0,9.19,1
2025-05-02 13:00,191.8,1.56,171.7,12.73,1011.85,36.3,남서,234.0,9.28,1
2025-05-02 13:10,184.1,2.07,172.0,12.79,1011.91,40.5,남서,236.0,9.4,1
2025-05-02 13:20,179.1,2.45,170.4,12.64,1011.97,35.4,서남서,243.0,9.43,1
2025-05-02 13:30,177.7,1.79,172.2,12.72,1011.92,32.8,서남서,239.0,9.44,1
2025-05-02 13:40,175.3,1.84,172.6,12.83,1011.79,21.2,서남서,246.0,9.49,1
2025-05-02 13:50,175.9,1.41,169.2,12.95,1011.85,32.4,서남서,240.0,9.55,1
2025-05-02 14:00,178.7,1.2,166.2,12.89,1011.84,23.7,서남서,242.0,9.54,1
2025-05-02 14:10,183.0,1.47,166.4,12.91,1011.86,21.7,서남서,250.0,9.55,1
2025-05-02 14:20,187.8,1.76,166.2,12.76,1011.87,6.9,서북서,287.0,9.57,1
2025-05-02 14:30,194.9,1.52,168.3,12.51,1011.88,7.4,서북서,293.0,9.49,1
2025-05-02 14:40,205.9,1.28,166.2,12.42,1011.96,7.5,북동,35.0,9.47,1
2025-05-02 14:50,217.0,1.37,145.0,12.47,1011.96,14.1,북동,40.0,9.49,1
2025-05-02 15:00,229.9,1.1,146.7,12.43,1011.86,10.6,북북동,32.0,9.49,1
2025-05-02 15:10,245.6,1.66,161.7,12.57,1011.86,17.8,북동,43.0,9.58,1
2025-05-02 15:20,260.9,1.7,166.4,12.44,1011.68,12.7,북동,35.0,9.59,1
2025-05-02 15:30,275.4,1.13,164.7,12.4,1011.52,20.9,북동,42.0,9.59,1
2025-05-02 15:40,292.8,0.98,156.7,12.3,1011.41,23.1,북북동,30.0,9.69,1
2025-05-02 15:50,311.9,1.14,155.7,12.24,1011.3,26.8,북동,44.0,9.95,1
2025-05-02 16:00,330.3,1.06,150.1,12.27,1011.2,18.9,북동,48.0,10.05,1
2025-05-02 16:10,348.3,0.85,148.9,12.3,1010.98,29.4,북동,54.0,9.39,1
2025-05-02 16:20,368.6,0.7,152.0,12.35,1010.8,30.4,북북동,27.0,9.79,1
2025-05-02 16:30,388.1,0.66,152.4,12.29,1010.63,36.3,북북동,33.0,9.62,1
2025-05-02 16:40,407.2,0.69,159.0,12.28,1010.67,35.2,북북동,31.0,9.59,1
2025-05-02 16:50,427.2,0.6,143.2,12.42,1010.71,47.0,북북동,27.0,9.52,1
2025-05-02 17:00,445.8,0.91,153.9,12.35,1010.71,42.9,북동,39.0,9.61,1
2025-05-02 17:10,465.2,0.79,151.0,12.28,1010.79,46.4,북동,41.0,9.43,1
2025-05-02 17:20,480.9,0.57,124.3,12.12,1010.69,51.1,북동,49.0,9.2,1
2025-05-02 17:30,497.5,0.67,106.4,11.95,1010.4,52.3,북동,42.0,9.09,1
2025-05-02 17:40,512.2,0.4,125.9,12.16,1010.21,43.4,북동,51.0,8.76,1
2025-05-02 17:50,524.5,0.63,141.7,12.54,1009.93,29.6,동북동,64.0,8.68,1
2025-05-02 18:00,536.7,0.67,147.1,12.97,1010.0,18.0,동,80.0,8.82,1
2025-05-02 18:10,549.4,0.56,150.6,13.16,1010.15,16.2,동,98.0,8.84,1
2025-05-02 18:20,558.8,0.55,154.2,13.29,1010.14,17.5,동,86.0,8.8,1
2025-05-02 18:30,565.1,1.01,157.0,13.24,1010.23,17.1,동북동,78.0,8.72,1
2025-05-02 18:40,572.0,0.5,146.8,13.1,1010.11,26.6,동,82.0,8.69,1
2025-05-02 18:50,576.4,0.17,100.2,12.96,1009.9,24.2,동,82.0,8.67,1
2025-05-02 19:00,582.2,0.32,153.5,13.13,1009.9,16.1,동,84.0,8.66,1
2025-05-02 19:10,584.6,0.44,132.2,13.31,1010.03,19.1,동남동,104.0,8.72,1
2025-05-02 19:20,585.1,0.31,138.9,13.46,1009.8,2.8,남남동,153.0,8.73,1
2025-05-02 19:30,584.4,0.25,149.0,13.57,1009.95,14.4,동남동,120.0,8.72,1
2025-05-02 19:40,583.3,0.08,61.6,13.56,1009.92,15.1,남남동,150.0,8.69,1
2025-05-02 19:50,580.0,0.43,59.3,13.17,1009.81,14.6,남,176.0,8.68,1
2025-05-02 20:00,572.1,0.24,106.0,12.75,1010.16,18.6,남남서,195.0,8.66,1
2025-05-02 20:10,564.5,0.19,116.2,13.23,1010.36,21.2,남남서,202.0,8.64,1
2025-05-02 20:20,558.4,0.68,159.6,13.13,1010.39,27.8,남남서,212.0,8.63,1
2025-05-02 20:30,546.8,0.42,162.7,13.24,1010.54,27.8,남서,220.0,8.63,1
2025-05-02 20:40,531.6,1.15,160.9,13.15,1010.67,25.9,남서,232.0,8.64,1
2025-05-02 20:50,518.5,0.96,161.1,13.12,1010.62,24.7,남서,231.0,8.64,1
2025-05-02 21:00,504.1,1.15,164.8,13.05,1010.61,24.8,서남서,240.0,8.67,1
2025-05-02 21:10,487.1,0.73,156.3,13.22,1010.56,20.5,남서,236.0,8.64,1
2025-05-02 21:20,469.5,1.24,191.5,13.19,1010.6,25.2,남서,229.0,8.66,1
2025-05-02 21:30,451.7,1.34,163.7,12.86,1010.65,32.3,남서,228.0,8.67,1
2025-05-02 21:40,433.3,1.09,152.9,12.85,1010.7,38.3,남서,225.0,8.69,1
2025-05-02 21:50,414.0,0.97,139.1,13.12,1010.6,42.7,남서,228.0,8.85,1
2025-05-02 22:00,394.7,1.07,138.9,13.15,1010.38,54.1,남서,231.0,8.97,1
2025-05-02 22:10,373.7,1.65,121.8,12.93,1010.2,42.8,남서,228.0,8.99,1
2025-05-02 22:20,354.4,0.84,135.6,12.9,1010.39,70.3,남서,232.0,9.03,0
2025-05-02 22:30,334.5,0.94,127.6,12.99,1010.37,72.9,남서,228.0,9.1,0
2025-05-02 22:40,314.2,1.47,119.5,12.91,1010.25,69.4,남서,230.0,9.1,1
