datetime,sea_high,salt,wind_speed,wind_dir,temp,pressure,sea_speed,sea_dir_i,sea_dir_s,sea_temp,can_sail
2025-04-06 1:10,15.1,34.1,4.29,246.2,10.79,1009.75,7.5,149,ºÏºÏµ¿,12.965,0
2025-04-06 1:20,17.8,34.1,5.96,247.1,10.64,1009.55,8.3,173,ºÏºÏµ¿,12.955,0
2025-04-06 1:30,16.8,34.1,6.33,241.1,10.57,1009.32,7.8,175,ºÏµ¿,12.94,0
2025-04-06 1:40,15.3,34.1,5.2,240.3,10.48,1009.3,5.8,162,µ¿ºÏµ¿,12.94,0
2025-04-06 1:50,14,34.1,3.37,239,10.28,1009.4,5.95,136.5,µ¿ºÏµ¿,12.93,0
2025-04-06 2:00,13.2,34.1,1.76,235.5,10.14,1009.48,7.75,174,³²³²µ¿,12.935,0
2025-04-06 2:10,13.8,34.1,2.96,197.3,10.19,1009.56,7.15,149,³²³²µ¿,12.935,0
2025-04-06 2:20,12.3,34.1,3.46,203.1,10.14,1009.61,8.1,172.5,ºÏºÏ¼­,12.93,0
2025-04-06 2:30,12,34.1,3.27,211.1,10.08,1009.68,3.1,81.5,ºÏºÏµ¿,12.935,0
2025-04-06 2:40,11,34.1,3.79,219,10,1009.63,6.5,164,ºÏ,12.925,0
2025-04-06 2:50,11.6,34.1,4.88,213.6,9.98,1009.64,5.5,214,¼­ºÏ¼­,12.925,0
2025-04-06 3:00,13.4,34.1,4.4,215.5,9.95,1009.6,4.15,154,¼­ºÏ¼­,12.92,0
2025-04-06 3:10,9.7,34.1,3.94,229.4,9.87,1009.66,7.7,132,ºÏ¼­,12.915,0
2025-04-06 3:20,8.7,34.1,4.26,219.9,9.86,1009.81,7.2,138.5,ºÏºÏ¼­,12.9,0
2025-04-06 3:30,8.5,34.1,4.72,219.1,9.85,1009.79,11.05,125,ºÏºÏ¼­,12.895,0
2025-04-06 3:40,9.9,34.1,5.27,218.8,9.9,1009.79,9.2,126.5,ºÏ¼­,12.89,0
2025-04-06 3:50,10.2,34.1,5.84,226.4,9.86,1009.73,14.3,139.5,ºÏ¼­,12.9,0
2025-04-06 4:00,9.9,34.1,6.24,224.4,9.75,1009.57,10,132.5,ºÏ¼­,12.895,0
2025-04-06 4:10,10.5,34.1,6.29,228,9.73,1009.53,8.05,158,¼­ºÏ¼­,12.905,0
2025-04-06 4:20,10.3,34.1,6.71,237.1,9.7,1009.49,9.1,156,¼­,12.92,0
2025-04-06 4:30,8.9,34.1,7.33,239.2,9.63,1009.59,11.55,160,µ¿,12.93,0
2025-04-06 4:40,8.6,34.1,6.62,237.2,9.67,1009.94,11.65,161.5,³²¼­,12.92,0
2025-04-06 4:50,8,34.1,6.34,225.2,9.64,1010.06,25.35,165.5,³²µ¿,12.935,0
2025-04-06 5:00,9,34.1,7.58,230.8,9.66,1009.78,12.85,189,µ¿,13.085,0
2025-04-06 5:10,10.6,34.1,6.7,235.8,9.55,1009.99,6.9,178.5,³²,13.16,0
2025-04-06 5:20,8.6,34.1,4.44,235.5,9.51,1010.35,2.65,217,µ¿,13.155,0
2025-04-06 5:30,8.2,34.1,4,239.8,9.4,1010.62,5.5,198.5,³²,13.155,0
2025-04-06 5:40,8.1,34.1,3.76,234.6,9.4,1010.84,4.65,234.5,³²µ¿,13.13,0
2025-04-06 5:50,8.6,34.1,4.19,223.9,9.43,1010.91,4.7,235.5,³²,13.145,0
2025-04-06 6:00,9.9,34.1,4.83,217.6,9.53,1010.96,7.3,212,³²,13.155,0
2025-04-06 6:10,8.6,34.1,4.44,225,9.6,1011.04,8.9,220.5,³²,13.14,0
2025-04-06 6:20,10.4,34.1,4.67,232.4,9.59,1011.16,7.4,228,³²¼­,13.145,0
2025-04-06 6:30,9.4,34.1,4.33,222.8,9.59,1011.43,5.5,233,³²³²µ¿,13.135,0
2025-04-06 6:40,10.9,34.1,4.32,224,9.7,1011.52,5,192,³²³²µ¿,13.12,0
2025-04-06 6:50,10.6,34.1,3.98,229,9.78,1011.73,4.4,181.5,³²µ¿,13.135,0
2025-04-06 7:00,9.9,34.1,3.67,220.3,9.86,1011.87,8.3,179,³²µ¿,13.125,0
2025-04-06 7:10,10.7,34.1,3.54,222.4,9.97,1011.99,6.75,198.5,³²³²µ¿,13.115,0
2025-04-06 7:20,11.6,34.1,3.18,217.2,10.06,1012.08,6.25,218,³²³²µ¿,13.12,0
2025-04-06 7:30,12.7,34.1,2.27,222,10.01,1012.26,6.75,187,³²³²µ¿,13.115,0
2025-04-06 7:40,12.5,34.1,1.98,217.3,10,1012.42,5.95,199.5,³²µ¿,13.115,0
2025-04-06 7:50,12.8,34.1,1.77,217.3,10.08,1012.5,9.5,178.5,³²³²µ¿,13.1,0
2025-04-06 8:00,13.3,34.1,1.92,217.9,10.14,1012.6,8.8,172,³²³²µ¿,13.125,0
2025-04-06 8:10,13.7,34.1,2.19,196,10.06,1012.68,9.2,207,³²µ¿,13.12,0
2025-04-06 8:20,14.5,34.1,2.53,201.7,10.18,1012.73,3.5,200,³²,13.12,0
2025-04-06 8:30,15,34.1,2.88,212.8,10.19,1012.81,6.05,236,³²³²µ¿,13.145,0
2025-04-06 8:40,15.9,34.1,3.43,224.9,10.31,1012.93,6.05,210,³²,13.155,0
2025-04-06 8:50,16.2,34.1,1.51,255.6,10.54,1013.24,9.9,234,³²µ¿,13.155,0
2025-04-06 9:00,16.8,34.1,1.92,252.3,10.71,1013.3,8.05,193,³²³²µ¿,13.16,0
2025-04-06 9:10,16.4,34.1,2.99,260.4,10.78,1013.34,9.05,247,³²³²µ¿,13.175,0
2025-04-06 9:20,18.1,34.1,3.22,250.9,10.98,1013.38,6.75,248.5,³²³²µ¿,13.185,0
2025-04-06 9:30,18.6,34.1,3.19,240.4,11.28,1013.43,8,243.5,³²,13.19,0
2025-04-06 9:40,17.6,34.1,1.11,202.9,11.76,1013.48,9.25,240.5,³²³²µ¿,13.195,0
2025-04-06 9:50,20.1,34.1,2.31,231.8,12.23,1013.46,10.8,236.5,³²³²µ¿,13.195,0
2025-04-06 10:00,19.7,34.1,1.44,204.4,12.41,1013.55,9.3,242,³²,13.205,0
2025-04-06 10:10,20.4,34.1,1.9,148.8,12.23,1013.58,8.15,229.5,³²,13.21,0
2025-04-06 10:20,19.8,34.1,2.3,133.2,12.47,1013.42,5,192,³²,13.215,0
2025-04-06 10:30,21,34.1,2.01,105.6,12.98,1013.39,2.65,187,³²,13.205,0
2025-04-06 10:40,21.1,34.1,4.73,266.3,13.53,1013.31,1.05,131.5,³²,13.2,0
2025-04-06 10:50,22.5,34.1,4.32,233.4,13.67,1013.36,5.3,253,³²,13.195,0
2025-04-06 11:00,22.9,34.1,3.35,258.8,14.28,1013.34,6.65,221,³²,13.2,0
2025-04-06 11:10,23.7,34.1,4.44,238,14.19,1013.3,4.75,256.5,³²,13.19,0
2025-04-06 11:20,23.1,34.1,4.42,268.7,14.73,1013.25,5.9,243,³²,13.195,0
2025-04-06 11:30,24.5,34.1,5.05,254.7,14.85,1013.17,5,209,³²,13.2,0
2025-04-06 11:40,23.8,34.1,5.81,258.8,15.01,1013.07,3.7,241,³²,13.2,0
2025-04-06 11:50,24.2,34.1,4.1,257.5,15.09,1013.05,5.3,223.5,³²,13.195,0
2025-04-06 12:00,24.6,34.1,5.31,277.4,15.17,1012.98,6.7,206.5,³²³²¼­,13.19,0
2025-04-06 12:10,25.4,34.1,3.96,267.8,15.33,1012.97,4.7,246.5,³²¼­,13.195,0
2025-04-06 12:20,25,34.1,3.21,206.2,15.22,1012.85,4.6,252.5,¼­ºÏ¼­,13.205,0
2025-04-06 12:30,26.4,34.1,3.26,257.8,15.34,1012.81,3.85,241,¼­ºÏ¼­,13.2,0
2025-04-06 12:40,26.3,34.1,3.75,276.1,15.76,1012.62,4.2,160,ºÏºÏ¼­,13.185,0
2025-04-06 12:50,26.1,34.1,4.64,267.9,16.07,1012.44,3.9,206,ºÏ¼­,13.185,0
2025-04-06 13:00,27.3,34.1,3.6,275.4,16.38,1012.35,3.45,231.5,ºÏ¼­,13.19,0
2025-04-06 13:10,26.4,34.1,4.12,261,16.59,1012.17,3.65,121,ºÏ¼­,13.185,0
2025-04-06 13:20,26.7,34.1,4.68,277,16.75,1012.09,1.65,243.5,ºÏ¼­,13.17,0
2025-04-06 13:30,26.3,34.1,5.37,256.1,16.68,1012.06,3.35,189.5,³²,13.165,0
2025-04-06 13:40,27.2,34.1,6.04,261.5,16.78,1011.98,2.05,185,³²¼­,13.18,0
2025-04-06 13:50,27,34.1,5.45,244.8,16.71,1011.98,3.25,213,³²³²¼­,13.175,0
2025-04-06 14:00,26,34.1,5.32,261.6,16.83,1011.92,4.45,270,µ¿,13.155,0
2025-04-06 14:10,26.6,34.1,5.19,268.5,16.82,1011.87,3.75,222.5,¼­ºÏ¼­,13.18,0
2025-04-06 14:20,26,34.1,5.57,255.6,16.82,1011.82,4.15,228.5,³²¼­,13.155,0
2025-04-06 14:30,26.6,34.1,7.35,240.9,16.52,1011.67,2.2,239.5,¼­³²¼­,13.145,0
2025-04-06 14:40,26.5,34.1,7.05,246.8,16.24,1011.75,4.35,166.5,¼­ºÏ¼­,13.135,0
2025-04-06 14:50,26.3,34.1,7.5,241.6,16.5,1011.71,6.55,120,ºÏ¼­,13.12,0
2025-04-06 15:00,26.1,34.1,7.22,254.3,16.64,1011.71,4.25,185.5,ºÏ¼­,13.105,0
2025-04-06 15:10,26.9,34.1,5.43,269.8,16.99,1011.8,3.8,201.5,ºÏ¼­,13.095,0
2025-04-06 15:20,26.1,34.1,4.34,253.2,17.18,1011.73,4.1,178,ºÏºÏ¼­,13.11,0
2025-04-06 15:30,26.8,34.1,6.64,253.4,16.78,1011.57,5.8,113.5,ºÏ,13.07,0
2025-04-06 15:40,26.5,34.1,7.58,265.7,17.17,1011.55,3.9,208,ºÏºÏ¼­,13.09,0
2025-04-06 15:50,26.3,34.1,7.86,268.3,17.04,1011.61,3.15,211.5,ºÏºÏ¼­,13.1,0
2025-04-06 16:00,27.6,34.1,6.6,263.6,17.2,1011.69,3.55,184.5,ºÏºÏ¼­,13.08,0
2025-04-06 16:10,25.8,34.1,5.15,283,17.21,1011.82,5.6,190.5,ºÏ,13.07,0
2025-04-06 16:20,27.5,34.1,4.32,277.6,17.4,1011.83,4.6,273,ºÏ,13.07,0
2025-04-06 16:30,27.6,34.1,4.62,282.1,17.42,1011.9,5.2,232,ºÏ,13.06,0
2025-04-06 16:40,27.4,34.1,4.47,273.3,17.4,1011.99,4.65,171.5,ºÏºÏ¼­,13.05,0
2025-04-06 16:50,27.3,34.1,4.59,269.3,17.33,1012.09,1.45,187,ºÏºÏ¼­,13.065,0
2025-04-06 17:00,27.1,34.1,4.11,272.8,17.36,1012.11,2.85,139,ºÏºÏ¼­,13.045,0
2025-04-06 17:10,28.7,34.1,3.06,268.3,17.43,1012.18,2.45,153,ºÏºÏµ¿,13.055,0
2025-04-06 17:20,27.7,34.1,2.97,250.9,17.3,1012.3,5.45,194.5,µ¿³²µ¿,13.025,0
2025-04-06 17:30,28.3,34.1,3.88,235.5,17.1,1012.34,1.95,93,³²µ¿,13.05,0
2025-04-06 17:40,27.7,34.1,2.81,218.7,16.71,1012.44,3.7,187.5,³²µ¿,13.065,0
2025-04-06 17:50,28,34.1,2.93,225.6,16.26,1012.42,4.35,158.5,³²³²µ¿,13.04,0
2025-04-06 18:00,29.3,34.1,2.58,229,16.41,1012.53,4.85,156.5,³²³²µ¿,13.01,0
2025-04-06 18:10,28,34.1,2.31,243.9,16.43,1012.61,4.6,222,³²,13.01,0
2025-04-06 18:20,28.4,34.1,3.19,235.9,16.59,1012.57,6.2,202.5,³²,13.015,0
2025-04-06 18:30,28.6,34.1,1.97,229,16.06,1012.64,3.2,192.5,³²,13.04,0
2025-04-06 18:40,28.3,34.1,1.65,225,15.78,1012.69,4.05,239,³²,13.015,0
2025-04-06 18:50,28.4,34.1,1.83,237.6,15.25,1012.69,6.75,225,³²,13.015,0
2025-04-06 19:00,28.5,34.1,1.79,245.4,15.23,1012.7,4.25,237.5,³²,13.04,0
2025-04-06 19:10,29.3,34.1,1.95,261.4,14.7,1012.73,3.65,236,³²,13.025,0
2025-04-06 19:20,28.5,34.1,1.88,262.7,14.49,1012.9,2.65,269.5,³²,13.02,0
2025-04-06 19:30,29,34.1,1.77,253.8,14.14,1013.03,7.65,234,³²,13.015,0
2025-04-06 19:40,29,34.1,1.79,254.6,13.7,1013.26,3.45,186.5,³²,13.02,0
2025-04-06 19:50,29.6,34.1,2,260.9,13.26,1013.3,5.4,258.5,³²,13.04,0
2025-04-06 20:00,29.4,34.1,2,259.8,13,1013.35,4.6,208.5,³²,13.03,0
2025-04-06 20:10,29.6,34.1,2.19,262.1,12.5,1013.45,4.5,143,³²,13.01,0
2025-04-06 20:20,29.7,34.1,2.44,257.8,12.43,1013.6,4.7,196,³²,13.04,0
2025-04-06 20:30,29.6,34.1,2.21,259.2,12.25,1013.66,3.25,216.5,³²,13.03,0
2025-04-06 20:40,30,34.1,1.71,262,12.16,1013.87,4.75,125.5,³²,13.025,0
2025-04-06 20:50,29.4,34.08,1.25,271.7,11.8,1014.03,4.7,133,³²,13.02,0
2025-04-06 21:00,29.1,34.1,1.67,264.7,12.12,1014.1,4.1,208.5,³²,13.005,0
2025-04-06 21:10,29.9,34.09,1.89,263.6,12.04,1014.24,6.45,236.5,³²,13.02,0
2025-04-06 21:20,28.7,34.08,2.49,255,12.12,1014.38,4.6,160,³²,13.01,0
2025-04-06 21:30,29.1,34.09,2.34,255.9,12.28,1014.5,4.1,210.5,³²,12.97,0
2025-04-06 21:40,28.6,34.04,2.35,248.6,13.08,1014.5,10.1,135,³²,12.965,0
2025-04-06 21:50,29,34.04,2.74,243.1,14.24,1014.54,7,159,³²,12.955,0
2025-04-06 22:00,28.6,34.03,3.51,238,13.98,1014.57,7.2,141,³²,12.955,0
2025-04-06 22:10,28.5,34.08,5.35,233.5,14.16,1014.5,6.85,154.5,³²,12.955,0
2025-04-06 22:20,28.8,34.06,5.2,237.6,13.99,1014.57,4.6,151,³²,12.96,0
2025-04-06 22:30,27.8,34.07,4.68,238.9,13.83,1014.77,4.9,135,³²,12.96,0
2025-04-06 22:40,26.7,34.04,4.95,239.1,13.75,1014.86,8,123.5,³²,12.955,0
2025-04-06 22:50,25.9,34.04,4.61,238.3,13.66,1015,5.45,121.5,³²,12.935,0
2025-04-06 23:00,27,34.05,4.12,235.6,13.47,1015.04,9.2,130.5,³²,12.935,0
2025-04-06 23:10,25.5,34.03,4.68,233.5,13.31,1015.09,7.9,117.5,³²,12.94,0
2025-04-06 23:20,24.6,34.05,2.04,314.3,11.93,1015.26,5.9,105,³²,12.94,0
2025-04-06 23:30,24.9,34.02,1.21,334.2,11.01,1015.39,11.05,126.5,³²³²¼­,12.93,0
2025-04-06 23:40,25.3,34.06,0.48,282.7,10.4,1015.58,9.15,123,³²,12.925,0
2025-04-06 23:50,25.8,34,0.51,189.4,10.02,1015.69,10,120,³²,12.91,0
2025-04-07 0:00,24.2,34.05,0.17,194.4,10.12,1015.7,9.85,104.5,³²,12.905,0
2025-04-07 0:10,24.2,34.01,0.59,274.8,9.39,1015.7,6.9,118,³²³²¼­,12.91,0
2025-04-07 0:20,24,34.03,0.83,302.8,9.5,1015.7,4.35,143.5,³²³²¼­,12.895,0
2025-04-07 0:30,22.7,34.05,1.26,306.3,9.46,1015.7,10,124,³²³²¼­,12.875,0
2025-04-07 0:40,22.8,34.01,1.44,312.7,9.51,1015.7,5.2,136,¼­,12.875,0
2025-04-07 0:50,20.7,34,1.23,243.6,9.49,1015.7,6.8,149,¼­,12.86,0
2025-04-07 1:00,21.2,34.01,1.38,276,9.28,1015.7,6.25,117.5,¼­ºÏ¼­,12.875,0
2025-04-07 1:10,21.1,34,0.78,205.2,9.49,1015.7,7.9,120.5,ºÏ¼­,12.89,0
2025-04-07 1:20,19.5,34.01,0.85,308.8,9.36,1015.68,5.8,139,ºÏ¼­,12.865,0
2025-04-07 1:30,19.5,34,1.57,343.4,8.85,1015.68,7.55,113.5,ºÏ¼­,12.87,0
2025-04-07 1:40,19.9,34,1.32,344.3,8.72,1015.6,5.65,150,ºÏºÏ¼­,12.87,0
2025-04-07 1:50,18.8,34,1.02,264.5,8.54,1015.63,4.05,124.5,ºÏºÏ¼­,12.875,0
2025-04-07 2:00,17.3,34.01,0.98,218.8,8.33,1015.57,7.75,139.5,ºÏºÏ¼­,12.835,0
2025-04-07 2:10,15.9,34.01,1.2,105.5,8.08,1015.67,6.95,130,ºÏºÏ¼­,12.845,0
2025-04-07 2:20,16.6,34,0.88,269.7,8.92,1015.52,10.25,138,ºÏºÏ¼­,12.84,0
2025-04-07 2:30,15.6,34,0.27,213.1,9.28,1015.53,11.4,147,ºÏ,12.825,0
2025-04-07 2:40,15.2,34,0.88,179.6,8.55,1015.36,10.25,131,ºÏºÏ¼­,12.825,0
2025-04-07 2:50,14.4,34,1.36,283.9,8.44,1015.33,8.3,134,ºÏ,12.835,0
2025-04-07 3:00,13.5,34.02,2.16,265.9,7.51,1015.51,3.5,147,ºÏ,12.835,0
2025-04-07 3:10,14.3,34.01,0.48,193.3,8.63,1015.56,6.9,150.5,ºÏ,12.825,0
2025-04-07 3:20,13,34.01,0.39,208.3,8.27,1015.7,5.3,140.5,ºÏ,12.83,0
2025-04-07 3:30,12,34.01,0.16,138.8,7.44,1015.7,4.5,124.5,ºÏºÏµ¿,12.835,0
2025-04-07 3:40,12.4,34.02,0.91,230.3,7.16,1015.7,4.2,165,ºÏºÏµ¿,12.845,0
2025-04-07 3:50,11.4,34.02,0.51,299.8,7.55,1015.7,6.15,166,ºÏ,12.825,0
2025-04-07 4:00,10.7,34,1.25,277.6,7.39,1015.73,6.75,159,ºÏ,12.825,0
2025-04-07 4:10,10.2,34,1.17,262.9,7.38,1015.89,4.8,187,ºÏºÏµ¿,12.845,0
2025-04-07 4:20,9.9,34.01,1.17,318.4,7.45,1015.9,4.4,219,ºÏºÏµ¿,12.865,0
2025-04-07 4:30,9.5,34.03,0.84,221.2,6.96,1015.86,2.65,173,ºÏºÏµ¿,12.865,0
2025-04-07 4:40,9.6,34.01,0.91,287.7,6.58,1015.9,5.8,184,ºÏºÏµ¿,12.87,0
2025-04-07 4:50,8.4,34,1.25,283.5,6.72,1016,5.65,192,ºÏµ¿,12.885,0
2025-04-07 5:00,9.8,34.02,1.25,243.3,7.83,1016.05,5.05,206,µ¿ºÏµ¿,12.875,0
2025-04-07 5:10,8,34.02,0.5,242.6,7.48,1016.04,10.4,234,µ¿ºÏµ¿,12.92,0
2025-04-07 5:20,7.8,34.04,1,269,6.99,1016.14,10.7,222,ºÏµ¿,12.935,0
2025-04-07 5:30,8.2,34.06,1.13,251.8,6.67,1016.2,9.95,198.5,³²µ¿,12.94,0
2025-04-07 5:40,8,34.05,1.21,277.7,6.27,1016.2,7.3,208,³²³²µ¿,12.945,0
2025-04-07 5:50,7.7,34.03,2.15,281,7.41,1016.24,7.65,205,³²,12.96,0
2025-04-07 6:00,7.7,34.03,2.64,254.1,7.6,1016.34,7.3,224,³²³²µ¿,12.965,0
2025-04-07 6:10,7.2,34.01,3.35,250.8,6.77,1016.54,8.35,230,³²³²µ¿,12.97,0
2025-04-07 6:20,7.8,34,2.81,269.9,7.11,1016.7,5.5,191.5,³²³²µ¿,12.975,0
2025-04-07 6:30,7.9,34.04,2.15,259.8,8.04,1016.75,5.05,147,³²³²µ¿,12.98,0
2025-04-07 6:40,8.1,34.01,2.77,236.3,8.54,1016.97,4.9,210,³²³²µ¿,12.985,0
2025-04-07 6:50,7.1,34.06,2.3,264.5,7.94,1017.02,8.45,211.5,³²³²µ¿,12.995,0
2025-04-07 7:00,6.6,34.04,2.14,296.8,9.96,1017.18,8.2,238.5,³²³²µ¿,12.985,0
2025-04-07 7:10,8.1,34.05,2.22,255.6,9.78,1017.34,9.45,218,³²³²µ¿,12.99,0
2025-04-07 7:20,9.3,34.08,2.28,237,9.63,1017.52,7.4,221.5,³²³²µ¿,13,0
2025-04-07 7:30,8.2,34.09,2.24,269.4,9.79,1017.7,7.2,218,³²³²µ¿,13.005,0
2025-04-07 7:40,8.8,34.08,1.51,288.4,10.56,1017.58,6.8,202,³²³²µ¿,13,0
2025-04-07 7:50,9.4,34.01,1.8,302.3,12.19,1017.55,7.65,214,³²³²µ¿,12.985,0
2025-04-07 8:00,9.9,34.01,1.54,287.1,12.61,1017.67,4.75,175.5,³²³²µ¿,12.98,0
2025-04-07 8:10,10.3,34.05,2.16,221.8,12.46,1017.81,9.45,171,³²³²µ¿,12.98,0
2025-04-07 8:20,11.3,34.05,2.7,184.4,11.83,1017.9,9.85,175.5,³²³²µ¿,12.965,0
2025-04-07 8:30,10.6,34.1,3.91,189.2,11.98,1017.81,8.8,186.5,³²³²µ¿,12.935,0
2025-04-07 8:40,11.5,34.02,3.67,197.8,12.09,1017.85,8.65,160,³²³²µ¿,12.91,0
2025-04-07 8:50,12.7,34.03,4.66,203.5,12.05,1017.87,9.05,175,³²³²µ¿,12.92,0
2025-04-07 9:00,12,34.06,4,201.2,12.26,1017.91,7.9,174,³²³²µ¿,12.9,0
2025-04-07 9:10,13.6,34.05,3.53,185.2,12.41,1017.97,6.55,206.5,³²,12.9,0
2025-04-07 9:20,14,34.03,2.24,178.5,12.74,1018,7.75,216.5,³²,12.895,0
2025-04-07 9:30,14.3,34.07,1.27,142,13.51,1018,4.45,199.5,³²,12.88,0
2025-04-07 9:40,14,34.08,2.18,109.1,13.37,1018,8.05,157,³²,12.875,0
2025-04-07 9:50,13.6,34.05,2.25,97.6,13.52,1018,11.9,181.5,³²,12.87,0
2025-04-07 10:00,14.6,34.07,2.74,93.3,13.18,1018,8.1,182,³²,12.855,0
2025-04-07 10:10,15.5,34.06,2.92,94.1,13.38,1017.97,8.6,191.5,³²,12.855,0
2025-04-07 10:20,17.2,34.07,3.09,97.7,13.45,1017.92,7.5,176,³²,12.86,0
2025-04-07 10:30,16.5,34.05,3.91,92.8,13.32,1017.78,5.75,167.5,³²,12.86,0
2025-04-07 10:40,16.5,34.05,3.68,95.2,13.08,1017.82,10.85,171,³²,12.855,0
2025-04-07 10:50,16.8,34.06,3.42,109.7,13.55,1017.79,9.8,183.5,³²,12.855,0
2025-04-07 11:00,19.6,34.1,3.18,109.5,13.71,1017.71,7.85,212,³²,12.845,0
2025-04-07 11:10,18.8,34.02,3.05,88.3,13.61,1017.68,5.8,191,³²,12.855,0
2025-04-07 11:20,18.2,34.08,3.91,97.4,13.69,1017.46,5.85,168.5,³²,12.84,0
2025-04-07 11:30,19.3,34.05,4.19,125.4,14.35,1017.31,10.5,178.5,³²¼­,12.825,0
2025-04-07 11:40,20.2,34.01,4.23,122,14.41,1017.25,6.65,158,³²³²¼­,12.835,0
2025-04-07 11:50,20.2,34.06,5.02,120.5,13.88,1017,5.85,151.5,³²³²¼­,12.82,0
2025-04-07 12:00,20.2,34.06,5.04,124,13.99,1016.9,6.7,187,³²³²¼­,12.81,0
2025-04-07 12:10,21.7,34,5.65,135.6,14.52,1016.63,7.05,161.5,³²³²¼­,12.795,0
2025-04-07 12:20,21.9,34.01,5.49,134.9,13.95,1016.46,3.6,138.5,³²³²¼­,12.79,0
2025-04-07 12:30,23.1,34.03,5.09,134.1,13.81,1016.51,12.4,166,³²³²¼­,12.785,0
2025-04-07 12:40,21.9,34.02,3.93,131,13.94,1016.44,13.1,154,³²¼­,12.78,0
2025-04-07 12:50,21.8,34.05,5.38,137.4,14.03,1016.13,11.4,153,³²¼­,12.78,0
2025-04-07 13:00,24.4,34.01,5.27,148,14.28,1016,8.95,156.5,³²¼­,12.77,0
2025-04-07 13:10,24,34.02,6.4,156.7,13.91,1015.98,9.6,163.5,¼­³²¼­,12.765,0
2025-04-07 13:20,23.2,34.02,7.22,160.1,13.57,1015.75,8.45,169.5,¼­³²¼­,12.775,0
2025-04-07 13:30,24,34.01,8.86,166.4,13.28,1015.7,10,145,¼­ºÏ¼­,12.77,0
2025-04-07 13:40,23.7,34.02,8.83,165.2,13.26,1015.71,5.9,138.5,¼­ºÏ¼­,12.775,0
2025-04-07 13:50,24.6,34.02,7.91,163.5,13.34,1015.71,10.9,146,¼­ºÏ¼­,12.78,0
2025-04-07 14:00,23.3,34.01,8.22,166.6,13.22,1015.7,7.35,174.5,ºÏ¼­,12.78,0
2025-04-07 14:10,24.2,34.02,7.7,171.7,13.27,1015.7,6.85,153.5,ºÏºÏ¼­,12.785,0
2025-04-07 14:20,22.8,34.02,6.92,169.2,13.43,1015.7,7.3,174,ºÏºÏ¼­,12.775,0
2025-04-07 14:30,23.4,34.04,6.76,168.8,13.39,1015.7,5.1,154,ºÏ,12.78,0
2025-04-07 14:40,23.7,34.01,7.24,173.5,13.29,1015.69,3.25,191.5,ºÏºÏ¼­,12.79,0
2025-04-07 14:50,22.5,34.03,7.58,170.6,13.2,1015.43,3,220.5,ºÏºÏ¼­,12.8,0
2025-04-07 15:00,22.9,34,6.73,174.4,13.2,1015.42,1.05,278,ºÏºÏ¼­,12.79,0
2025-04-07 15:10,23.9,34.03,6.39,170.8,13.21,1015.26,1.85,191,ºÏ,12.785,0
2025-04-07 15:20,22.1,34.01,6.72,176,13.23,1015.08,3.45,307,ºÏ,12.795,0
2025-04-07 15:30,22.6,34,5.19,188.6,13.2,1015.05,3,82.5,ºÏ,12.785,0
2025-04-07 15:40,22.7,34,4.67,197.6,13.23,1014.88,4.2,121,ºÏ,12.805,0
2025-04-07 15:50,22.5,34.01,4.45,195.8,13.2,1014.9,3.85,141.5,ºÏ,12.8,0
2025-04-07 16:00,21.8,34.01,4.35,190,13.32,1014.78,2.7,162,ºÏ,12.81,0
2025-04-07 16:10,22.2,34.01,5.01,187.1,13.51,1014.54,5.7,231,ºÏ,12.8,0
2025-04-07 16:20,21.8,34,4.28,184.5,13.51,1014.5,5.25,223,ºÏºÏµ¿,12.82,0
2025-04-07 16:30,22.1,34.03,3.71,173.8,13.55,1014.5,5.85,221,ºÏºÏµ¿,12.825,0
2025-04-07 16:40,22.2,34.03,3.05,162.9,13.6,1014.41,5.65,223.5,ºÏºÏµ¿,12.835,0
2025-04-07 16:50,21.5,34.06,2.81,177.2,13.58,1014.24,5.05,191.5,ºÏºÏµ¿,12.83,0
2025-04-07 17:00,22.2,34.02,3.78,185.4,13.54,1014.14,5,164,ºÏºÏµ¿,12.83,0
2025-04-07 17:10,22.5,34,4.36,179.9,13.45,1013.99,5.15,229,ºÏºÏµ¿,12.845,0
2025-04-07 17:20,21.2,34.01,4.42,189.2,13.4,1014.07,5.25,214,ºÏºÏµ¿,12.86,0
2025-04-07 17:30,22.3,34.02,4.6,171.8,13.33,1013.92,1.7,126.5,ºÏºÏµ¿,12.86,0
2025-04-07 17:40,21.5,34.03,3.66,166.8,13.35,1013.89,1.35,235.5,ºÏºÏµ¿,12.87,0
2025-04-07 17:50,21.8,34.03,2.79,201,13.18,1013.87,1.85,216.5,ºÏµ¿,12.875,0
2025-04-07 18:00,21.9,34.02,2.82,197,13,1013.86,3,180,ºÏºÏµ¿,12.88,0
2025-04-07 18:10,21.5,34.01,4.06,173.2,12.99,1013.81,2.45,212,ºÏµ¿,12.88,0
2025-04-07 18:20,21.9,34,2.99,206.6,12.83,1013.75,2.6,214.5,µ¿,12.885,0
2025-04-07 18:30,21.5,34.01,2.18,215.9,12.7,1013.7,4,186.5,µ¿ºÏµ¿,12.865,0
2025-04-07 18:40,22,34.01,2.72,199.2,12.68,1013.57,3.85,229.5,µ¿ºÏµ¿,12.875,0
2025-04-07 18:50,22.8,34,2.6,210.6,12.52,1013.5,2.5,251,µ¿,12.865,0
