datetime,sea_high,salt,wind_speed,wind_dir,temp,pressure,sea_speed,sea_dir_s,sea_dir_i,sea_temp,can_sail
2025-04-01 0:00,238.6,33.7,0.9,223.9,5.55,1024.78,3.2,남남서,212.0,11.4,1
2025-04-01 0:10,226.7,33.7,1.01,235.7,5.45,1024.74,3.7,남서,235.0,11.44,1
2025-04-01 0:20,216.8,33.7,0.79,235.7,5.43,1024.78,2.9,남,183.0,11.43,1
2025-04-01 0:30,205.9,33.7,0.71,236.3,5.43,1024.61,1.9,남서,227.0,11.44,1
2025-04-01 0:40,197.4,33.7,0.7,233.1,5.37,1024.6,1.1,남,176.0,11.4,1
2025-04-01 0:50,188.9,33.71,1.18,228.3,5.35,1024.6,3.2,서남서,247.0,11.4,1
2025-04-01 1:00,176.1,33.71,0.34,161.7,5.38,1024.69,4.6,남서,235.0,11.37,1
2025-04-01 1:10,165.6,33.72,0.49,206.0,5.32,1024.76,3.4,남서,225.0,11.36,1
2025-04-01 1:20,150.8,33.7,0.3,223.6,5.15,1024.79,6.3,남서,226.0,11.36,1
2025-04-01 1:30,141.2,33.7,0.78,202.2,5.13,1024.72,4.3,남서,234.0,11.4,1
2025-04-01 1:40,129.5,33.7,1.25,228.6,5.16,1024.79,4.3,서남서,244.0,11.39,1
2025-04-01 1:50,119.0,33.7,0.78,241.4,5.16,1024.7,6.9,서남서,250.0,11.39,1
2025-04-01 2:00,108.2,33.7,0.45,230.4,5.22,1024.63,6.2,서남서,244.0,11.4,1
2025-04-01 2:10,95.0,33.7,1.45,223.8,5.19,1024.49,7.1,서남서,253.0,11.39,1
2025-04-01 2:20,81.5,33.7,0.33,143.0,5.41,1024.37,6.9,남서,236.0,11.37,1
2025-04-01 2:30,68.5,33.7,0.51,234.1,5.33,1024.2,7.3,서남서,242.0,11.39,0
2025-04-01 2:40,57.7,33.7,0.83,229.6,5.25,1024.14,2.9,남서,230.0,11.38,0
2025-04-01 2:50,48.1,33.7,0.74,214.3,5.2,1024.19,4.9,서남서,246.0,11.37,0
2025-04-01 3:00,40.3,33.7,0.7,205.7,5.2,1024.18,7.3,서남서,244.0,11.36,0
2025-04-01 3:10,31.3,33.7,0.86,230.1,5.17,1024.19,7.5,서,262.0,11.34,0
2025-04-01 3:20,24.9,33.7,0.77,241.1,5.09,1024.1,9.8,서,260.0,11.31,0
2025-04-01 3:30,18.6,33.7,0.63,259.1,5.09,1023.93,10.7,서,271.0,11.31,0
2025-04-01 3:40,15.4,33.7,0.8,248.2,5.23,1023.8,8.9,서,268.0,11.27,0
2025-04-01 3:50,12.7,33.7,1.06,228.2,5.15,1023.8,9.9,서북서,283.0,11.25,0
2025-04-01 4:00,8.8,33.7,0.72,235.8,5.13,1023.65,11.3,서북서,289.0,11.25,0
2025-04-01 4:10,6.5,33.7,0.87,238.4,5.14,1023.68,10.0,서,281.0,11.24,0
2025-04-01 4:20,2.5,33.7,0.35,254.4,5.32,1023.68,9.2,서,281.0,11.23,0
2025-04-01 4:30,4.5,33.7,0.21,234.8,5.39,1023.7,11.9,서북서,286.0,11.2,0
2025-04-01 4:40,6.9,33.7,0.85,279.2,5.41,1023.66,13.4,서북서,298.0,11.13,0
2025-04-01 4:50,7.7,33.7,0.42,270.1,5.5,1023.73,13.0,서북서,296.0,11.1,0
2025-04-01 5:00,12.9,33.7,0.51,251.5,5.29,1023.83,17.5,북서,309.0,11.13,0
2025-04-01 5:10,16.0,33.7,0.52,267.6,5.02,1023.72,14.0,북서,320.0,11.14,0
2025-04-01 5:20,20.7,33.7,0.68,306.2,5.26,1023.75,13.7,북서,317.0,11.14,0
2025-04-01 5:30,28.1,33.7,1.05,322.3,5.57,1023.69,14.3,북서,316.0,11.14,0
2025-04-01 5:40,35.7,33.7,0.64,311.2,5.71,1023.6,13.4,북서,316.0,11.13,0
2025-04-01 5:50,41.4,33.7,0.49,261.8,5.4,1023.63,10.3,북서,304.0,11.13,0
2025-04-01 6:00,49.4,33.7,0.89,246.7,5.44,1023.55,10.3,북서,304.0,11.13,0
2025-04-01 6:10,56.7,33.7,0.89,261.8,5.47,1023.58,9.1,북서,312.0,11.11,0
2025-04-01 6:20,65.9,33.7,1.03,254.2,5.85,1023.6,8.6,북북서,332.0,11.11,0
2025-04-01 6:30,75.9,33.7,0.98,273.0,5.82,1023.67,10.3,북서,310.0,11.08,0
2025-04-01 6:40,86.0,33.73,0.75,293.4,5.83,1023.69,10.3,북북서,335.0,11.09,1
2025-04-01 6:50,99.1,33.7,0.73,284.8,5.87,1023.69,8.0,북서,324.0,11.08,1
2025-04-01 7:00,108.5,33.7,0.58,297.4,6.09,1023.77,5.9,북서,326.0,11.07,1
2025-04-01 7:10,117.7,33.71,0.38,186.8,6.54,1023.73,2.6,북북서,347.0,11.07,1
2025-04-01 7:20,126.1,33.7,0.45,284.6,6.75,1023.77,5.3,북북동,15.0,11.07,1
2025-04-01 7:30,135.0,33.73,0.49,316.3,6.91,1023.7,1.9,서북서,301.0,11.07,1
2025-04-01 7:40,145.5,33.79,0.54,273.4,7.0,1023.7,3.0,동,86.0,11.07,1
2025-04-01 7:50,150.4,33.76,0.5,139.6,7.09,1023.6,3.3,동남동,122.0,11.06,1
2025-04-01 8:00,159.1,33.8,0.86,296.4,7.21,1023.67,9.7,남동,132.0,11.16,1
2025-04-01 8:10,168.5,33.8,1.24,264.1,7.3,1023.68,6.4,남동,134.0,11.17,1
