datetime,sea_high,salt,wind_speed,wind_dir,temp,pressure,sea_speed,sea_dir_s,sea_dir_i,sea_temp,can_sail
2025-04-01 0:00,-10.1,30.4,2.8,165.4,7.07,1024.63,41.3,서남서,238.0,7.7,0
2025-04-01 0:10,-22.5,30.4,2.7,163.3,7.02,1024.55,31.1,서남서,244.0,7.72,0
2025-04-01 0:20,-31.7,30.43,2.7,163.3,6.99,1024.58,25.3,서남서,241.0,7.73,0
2025-04-01 0:30,-37.7,30.42,2.46,158.0,6.96,1024.6,15.9,남서,233.0,7.74,0
2025-04-01 0:40,-39.9,30.4,2.44,166.6,6.9,1024.6,5.5,남남서,196.0,7.73,0
2025-04-01 0:50,-38.3,30.43,2.2,151.4,6.86,1024.46,8.8,동,87.0,7.73,0
2025-04-01 1:00,-32.0,30.4,2.17,142.9,6.72,1024.4,14.7,동,81.0,7.71,0
2025-04-01 1:10,-20.9,30.4,1.81,146.1,6.69,1024.4,23.0,동북동,69.0,7.69,0
2025-04-01 1:20,-5.5,30.42,1.69,136.2,6.66,1024.4,38.9,동북동,67.0,7.65,0
2025-04-01 1:30,15.0,30.4,2.02,133.2,6.61,1024.34,43.0,동북동,65.0,7.62,0
2025-04-01 1:40,40.5,30.4,1.89,130.4,6.6,1024.41,56.4,동북동,66.0,7.6,0
2025-04-01 1:50,69.6,30.39,1.64,126.7,6.6,1024.43,61.2,동북동,70.0,7.57,0
2025-04-01 2:00,100.3,30.4,1.96,124.3,6.48,1024.38,69.8,동북동,69.0,7.51,1
2025-04-01 2:10,134.2,30.5,2.2,130.2,6.39,1024.28,77.5,동북동,67.0,7.52,0
2025-04-01 2:20,171.7,30.57,2.33,126.7,6.29,1024.16,77.0,동북동,61.0,7.6,0
2025-04-01 2:30,211.9,30.6,2.52,121.5,6.22,1024.1,72.1,동북동,57.0,7.6,0
2025-04-01 2:40,254.7,30.6,2.27,121.6,6.19,1024.05,55.9,북동,56.0,7.49,1
2025-04-01 2:50,295.5,30.6,2.69,119.8,6.1,1023.87,61.4,동북동,58.0,7.46,1
2025-04-01 3:00,336.5,30.6,2.94,119.2,6.1,1023.8,71.3,북동,56.0,7.36,0
2025-04-01 3:10,376.5,30.55,2.91,118.9,6.07,1023.8,67.3,북동,56.0,7.13,1
2025-04-01 3:20,415.1,30.5,2.68,123.5,6.01,1023.76,61.0,북동,53.0,7.14,1
2025-04-01 3:30,452.7,30.5,2.26,124.8,6.0,1023.75,58.0,북동,46.0,7.2,1
2025-04-01 3:40,492.5,30.5,2.36,120.9,5.99,1023.8,69.3,북동,47.0,7.15,1
2025-04-01 3:50,531.6,30.5,2.37,124.7,5.92,1023.8,71.5,북동,50.0,7.04,0
2025-04-01 4:00,569.7,30.55,1.99,124.1,5.9,1023.8,52.6,동북동,61.0,7.08,1
2025-04-01 4:10,608.5,30.66,1.41,129.5,5.87,1023.89,30.5,동북동,66.0,6.9,1
2025-04-01 4:20,646.7,30.7,1.62,138.5,5.88,1023.9,27.4,동북동,61.0,6.8,1
2025-04-01 4:30,683.0,30.7,1.75,132.9,5.86,1023.88,32.3,북동,43.0,6.89,1
2025-04-01 4:40,717.7,30.7,1.71,129.3,5.88,1023.8,25.5,북동,42.0,6.89,1
2025-04-01 4:50,750.6,30.7,1.48,129.2,5.8,1023.8,19.8,북동,42.0,6.89,1
2025-04-01 5:00,780.8,30.7,1.78,142.8,5.8,1023.87,14.4,북동,48.0,6.84,1
2025-04-01 5:10,807.7,30.7,1.4,126.8,5.8,1023.9,17.4,북동,36.0,6.85,1
2025-04-01 5:20,832.8,30.7,1.53,121.6,5.74,1023.9,12.8,북동,42.0,6.84,1
