datetime,sea_high,salt,wind_speed,wind_dir,temp,pressure,sea_speed,sea_dir_s,sea_dir_i,sea_temp,can_sail
2025-05-01 0:00,345.5,32.98,0.08,59.8,13.28,1014.79,12.6,동남동,115.0,14.15,1
2025-05-01 0:10,339.1,32.99,0.0,0.0,13.19,1014.68,17.0,남동,134.0,14.2,1
2025-05-01 0:20,330.9,32.85,0.05,16.9,13.25,1014.57,21.5,남남동,147.0,14.22,1
2025-05-01 0:30,322.4,32.97,0.05,69.7,13.56,1014.5,24.3,남동,146.0,14.21,1
2025-05-01 0:40,313.8,33.02,0.22,71.9,13.44,1014.5,29.7,남남동,156.0,14.19,1
2025-05-01 0:50,304.5,33.04,0.9,144.8,13.87,1014.51,29.9,남남동,163.0,14.2,1
2025-05-01 1:00,295.4,33.0,0.29,103.0,13.73,1014.43,34.4,남남동,160.0,14.24,1
2025-05-01 1:10,284.0,32.98,0.02,5.2,13.49,1014.24,36.7,남남동,164.0,14.17,1
2025-05-01 1:20,275.9,32.98,0.02,16.1,13.4,1014.06,38.4,남남동,160.0,14.06,1
2025-05-01 1:30,266.5,32.92,0.34,88.4,13.66,1014.0,39.0,남남동,162.0,14.03,1
2025-05-01 1:40,255.3,32.9,1.86,126.8,14.12,1013.91,42.6,남남동,166.0,13.96,1
2025-05-01 1:50,244.2,32.93,1.66,135.7,14.31,1013.9,47.0,남남동,165.0,13.88,1
2025-05-01 2:00,233.4,32.87,0.93,144.1,14.3,1013.92,47.2,남남동,165.0,13.97,1
2025-05-01 2:10,221.4,32.79,0.79,175.7,14.21,1013.91,50.9,남남동,160.0,14.03,1
2025-05-01 2:20,211.1,32.83,0.85,214.7,13.98,1013.8,48.7,남남동,164.0,14.25,1
2025-05-01 2:30,200.7,32.95,0.84,218.6,14.04,1013.72,49.5,남남동,168.0,14.22,1
2025-05-01 2:40,192.2,32.93,0.47,169.7,14.09,1013.53,53.2,남,171.0,14.23,1
2025-05-01 2:50,181.5,32.95,0.63,173.4,14.11,1013.45,51.9,남,173.0,14.22,1
2025-05-01 3:00,171.5,32.93,0.48,81.8,14.1,1013.46,51.5,남,171.0,14.18,1
2025-05-01 3:10,160.2,33.05,0.31,29.1,13.91,1013.4,59.8,남,177.0,14.1,1
2025-05-01 3:20,149.0,33.01,0.12,38.7,13.8,1013.32,58.7,남,182.0,14.11,1
2025-05-01 3:30,138.0,33.05,0.8,26.5,13.65,1013.28,62.5,남,183.0,14.14,1
2025-05-01 3:40,129.0,33.05,0.12,17.3,13.54,1013.3,63.1,남,186.0,14.14,1
2025-05-01 3:50,120.9,33.05,0.0,33.1,13.55,1013.3,71.4,남,183.0,14.13,0
2025-05-01 4:00,115.3,33.04,0.0,0.0,13.61,1013.26,70.3,남,185.0,14.14,0
2025-05-01 4:10,108.1,33.02,0.26,26.0,13.71,1013.26,64.9,남,182.0,14.16,1
