datetime,sea_high,salt,wind_speed,wind_dir,temp,pressure,sea_speed,sea_dir_s,sea_dir_i,sea_temp,can_sail
2025-04-01 0:00,314.7,32.74,0.72,172.8,7.58,1024.19,23.9,남남동,147.0,9.66,1
2025-04-01 0:10,303.9,32.7,0.13,152.9,7.32,1024.16,32.0,남남동,153.0,9.67,1
2025-04-01 0:20,291.5,32.82,0.18,188.7,7.19,1024.08,36.8,남남동,155.0,9.67,1
2025-04-01 0:30,280.0,32.77,0.09,5.8,6.92,1024.1,42.6,남남동,161.0,9.74,1
2025-04-01 0:40,268.2,32.72,0.42,191.3,7.05,1024.1,43.8,남남동,166.0,9.78,1
2025-04-01 0:50,254.8,33.03,0.0,0.0,6.88,1024.2,50.7,남남동,167.0,9.8,1
2025-04-01 1:00,240.2,33.02,0.0,0.0,6.76,1024.14,50.5,남,170.0,9.82,1
2025-04-01 1:10,228.1,33.15,0.45,140.0,7.08,1024.17,55.1,남,173.0,9.8,1
2025-04-01 1:20,212.6,33.05,0.01,48.7,7.2,1024.18,57.9,남,174.0,9.78,1
2025-04-01 1:30,203.1,32.93,0.24,64.2,6.99,1024.16,56.6,남,177.0,9.76,1
2025-04-01 1:40,184.5,32.92,0.23,110.6,7.01,1024.1,62.5,남,176.0,9.75,1
2025-04-01 1:50,173.5,32.91,0.02,43.1,6.82,1024.04,66.3,남,174.0,9.74,1
2025-04-01 2:00,159.9,32.94,0.37,224.1,6.7,1023.96,62.9,남,175.0,9.76,1
2025-04-01 2:10,145.9,32.96,0.34,250.1,6.69,1023.76,67.5,남,178.0,9.8,1
2025-04-01 2:20,132.5,32.91,0.0,51.6,6.6,1023.63,70.6,남,180.0,9.8,0
2025-04-01 2:30,115.3,33.0,0.15,130.2,6.6,1023.6,70.2,남,179.0,9.82,0
2025-04-01 2:40,105.7,33.04,0.31,228.8,6.52,1023.56,71.5,남,180.0,9.82,0
2025-04-01 2:50,90.6,32.97,1.09,116.8,6.64,1023.6,74.8,남,182.0,9.84,0
2025-04-01 3:00,80.9,32.97,1.24,22.1,6.7,1023.57,73.4,남,181.0,9.86,0
2025-04-01 3:10,67.1,32.91,1.37,23.1,6.71,1023.44,72.2,남,181.0,9.86,0
2025-04-01 3:20,58.1,32.96,2.46,24.6,6.8,1023.2,73.0,남,178.0,9.84,0
2025-04-01 3:30,46.8,32.97,2.36,22.8,6.8,1023.13,68.1,남,182.0,9.84,0
2025-04-01 3:40,36.7,33.03,2.65,22.3,6.83,1023.01,72.6,남,181.0,9.88,0
2025-04-01 3:50,30.0,32.99,3.35,25.6,6.87,1022.91,68.6,남,179.0,9.89,0
2025-04-01 4:00,21.1,32.99,4.02,24.1,6.8,1022.9,67.4,남,179.0,9.9,0
2025-04-01 4:10,18.6,33.04,4.42,25.0,6.78,1022.87,61.9,남,181.0,9.98,0
2025-04-01 4:20,12.9,33.08,4.38,24.5,6.8,1022.99,59.3,남,179.0,9.98,0
2025-04-01 4:30,9.6,33.18,3.58,27.4,6.8,1023.0,56.8,남,181.0,10.02,0
2025-04-01 4:40,12.1,33.19,3.2,29.9,6.85,1023.08,50.3,남,177.0,9.99,0
2025-04-01 4:50,7.9,33.23,3.35,32.8,6.86,1023.07,39.0,남,181.0,9.94,0
2025-04-01 5:00,12.1,33.27,3.94,35.2,6.72,1023.08,34.6,남,173.0,9.89,0
